ticker,name,exchange,currency,price,market_cap_usd,dollar_volume_usd,first_trade,fifty_two_week_high,pulled,source
EC,Ecopetrol S.A.,NYQ,USD,17.2,35360358400.0,41961464.0,2008-09-18,18.19,2026-09-04,Yahoo Finance screener via yfinance
UAL,"United Airlines Holdings, Inc.",NMS,USD,108.66,35267747840.0,480206136.0,2006-02-06,138.77,2026-09-04,Yahoo Finance screener via yfinance
STLD,"Steel Dynamics, Inc.",NMS,USD,246.03,35263012864.0,306943092.0,1996-11-22,288.74,2026-09-04,Yahoo Finance screener via yfinance
HSY,The Hershey Company,NYQ,USD,175.06,35174047744.0,316119672.0,1980-03-17,239.48,2026-09-04,Yahoo Finance screener via yfinance
PUK,Prudential plc,NYQ,USD,28.35,34896404480.0,33355419.0,2000-06-29,34.03,2026-09-04,Yahoo Finance screener via yfinance
ALC,Alcon Inc.,NYQ,USD,72.08,34843471872.0,137132200.0,2019-04-09,87.64,2026-09-04,Yahoo Finance screener via yfinance
FFH.TO,Fairfax Financial Holdings Limited,TOR,CAD,2313.21,34838252533.0,102177510.0,1995-01-12,2700.0,2026-09-04,Yahoo Finance screener via yfinance
RJF,"Raymond James Financial, Inc.",NYQ,USD,181.1,34789310464.0,235025423.0,1983-07-01,182.73,2026-09-04,Yahoo Finance screener via yfinance
EQT,EQT Corporation,NYQ,USD,55.61,34784948224.0,401054704.0,1980-03-17,68.24,2026-09-04,Yahoo Finance screener via yfinance
WEC,"WEC Energy Group, Inc.",NYQ,USD,106.7,34768125952.0,236932792.0,1980-03-17,119.91,2026-09-04,Yahoo Finance screener via yfinance
MTB,M&T Bank Corporation,NYQ,USD,240.06,34668564480.0,265067050.0,1980-03-17,255.95,2026-09-04,Yahoo Finance screener via yfinance
HBAN,Huntington Bancshares Incorporated,NMS,USD,17.06,34468278272.0,398949158.0,1980-03-17,19.46,2026-09-04,Yahoo Finance screener via yfinance
IFC.TO,Intact Financial Corporation,TOR,CAD,268.79,34372394314.0,89012323.0,2004-12-10,305.52,2026-09-04,Yahoo Finance screener via yfinance
NTRS,Northern Trust Corporation,NMS,USD,187.445,34294122496.0,200197258.0,1980-03-17,195.78,2026-09-04,Yahoo Finance screener via yfinance
IRM,Iron Mountain Incorporated,NYQ,USD,114.98,34229870592.0,207742415.0,1996-02-01,134.68,2026-09-04,Yahoo Finance screener via yfinance
ACGL,Arch Capital Group Ltd.,NMS,USD,99.83,34064904192.0,198958195.0,1995-09-14,107.09,2026-09-04,Yahoo Finance screener via yfinance
DXCM,"DexCom, Inc.",NMS,USD,89.71,33853034496.0,438826692.0,2005-04-14,92.59,2026-09-04,Yahoo Finance screener via yfinance
TECK,Teck Resources Limited,NYQ,USD,68.82,33763092480.0,218756758.0,2002-07-18,71.93,2026-09-04,Yahoo Finance screener via yfinance
CCI,Crown Castle Inc.,NYQ,USD,77.26,33762621440.0,312329731.0,1998-08-18,100.5,2026-09-04,Yahoo Finance screener via yfinance
VMC,Vulcan Materials Company,NYQ,USD,260.23,33720274944.0,285264907.0,1973-02-21,331.09,2026-09-04,Yahoo Finance screener via yfinance
CNC,Centene Corporation,NYQ,USD,68.02,33601538048.0,333872633.0,2001-12-13,69.36,2026-09-04,Yahoo Finance screener via yfinance
ILMN,"Illumina, Inc.",NMS,USD,221.66,33470660608.0,428301648.0,2000-07-28,231.81,2026-09-04,Yahoo Finance screener via yfinance
BIIB,Biogen Inc.,NMS,USD,224.51,33172250624.0,254929982.0,1991-09-17,225.8,2026-09-04,Yahoo Finance screener via yfinance
ERIC,Telefonaktiebolaget LM Ericsson (publ),NMS,USD,10.13,33110239232.0,121145085.0,1981-08-24,13.77,2026-09-04,Yahoo Finance screener via yfinance
RMD,ResMed Inc.,NYQ,USD,229.19,33061185536.0,340512625.0,1995-06-02,284.87,2026-09-04,Yahoo Finance screener via yfinance
ESLT,Elbit Systems Ltd.,NMS,USD,701.22,32859951104.0,61499098.0,1996-11-27,1016.06,2026-09-04,Yahoo Finance screener via yfinance
EME,"EMCOR Group, Inc.",NYQ,USD,741.32,32699551744.0,323661053.0,1995-01-10,951.96,2026-09-04,Yahoo Finance screener via yfinance
P,"Everpure, Inc.",NYQ,USD,98.15,32625543168.0,302953520.0,2015-10-06,119.1,2026-09-04,Yahoo Finance screener via yfinance
BIDU,"Baidu, Inc.",NMS,USD,95.58,32419448832.0,247357790.0,2005-08-05,165.3,2026-09-04,Yahoo Finance screener via yfinance
CCL,Carnival Corporation Ltd.,NYQ,USD,23.48,32159361024.0,491772540.0,1987-07-24,34.03,2026-09-04,Yahoo Finance screener via yfinance
JBL,Jabil Inc.,NYQ,USD,305.92,32056467456.0,374868250.0,1993-05-03,428.93,2026-09-04,Yahoo Finance screener via yfinance
WTW,Willis Towers Watson Public Limited Company,NMS,USD,342.06,31767773184.0,202758801.0,2001-06-12,352.79,2026-09-04,Yahoo Finance screener via yfinance
ZTS,Zoetis Inc.,NYQ,USD,76.29,31524829184.0,486150015.0,2013-02-01,155.15,2026-09-04,Yahoo Finance screener via yfinance
GEHC,GE HealthCare Technologies Inc.,NMS,USD,69.72,31491565568.0,312701939.0,2022-12-15,89.77,2026-09-04,Yahoo Finance screener via yfinance
FTI,TechnipFMC plc,NYQ,USD,80.08,31404525568.0,294300406.0,2001-06-15,80.6999,2026-09-04,Yahoo Finance screener via yfinance
CPRT,"Copart, Inc.",NMS,USD,33.58,31088750592.0,400440896.0,1994-03-17,49.16,2026-09-04,Yahoo Finance screener via yfinance
HAL,Halliburton Company,NYQ,USD,37.29,31067432960.0,443821776.0,1972-06-01,43.59,2026-09-04,Yahoo Finance screener via yfinance
NMR,"Nomura Holdings, Inc.",NYQ,USD,10.62,31037937664.0,11024601.0,2001-12-17,10.63,2026-09-04,Yahoo Finance screener via yfinance
MDB,"MongoDB, Inc.",NGM,USD,384.45,30922055680.0,625604336.0,2017-10-19,473.1,2026-09-04,Yahoo Finance screener via yfinance
CRDO,Credo Technology Group Holding Ltd,NMS,USD,164.17,30856067072.0,1237187583.0,2022-01-27,308.67,2026-09-04,Yahoo Finance screener via yfinance
PCG,PG&E Corporation,NYQ,USD,13.96,30745042944.0,394326361.0,1972-06-01,19.16,2026-09-04,Yahoo Finance screener via yfinance
BAP,Credicorp Ltd.,NYQ,USD,384.19,30512109568.0,149112591.0,1995-10-25,413.25,2026-09-04,Yahoo Finance screener via yfinance
KHC,The Kraft Heinz Company,NMS,USD,25.42,30143639552.0,360218533.0,2015-07-06,28.09,2026-09-04,Yahoo Finance screener via yfinance
CFG,"Citizens Financial Group, Inc.",NYQ,USD,70.83,29831954432.0,296572930.0,2014-09-24,75.33,2026-09-04,Yahoo Finance screener via yfinance
OKTA,"Okta, Inc.",NMS,USD,170.42,29792983040.0,576140939.0,2017-04-07,174.85,2026-09-04,Yahoo Finance screener via yfinance
RBLX,Roblox Corporation,NYQ,USD,41.51,29653743616.0,500053204.0,2021-03-10,142.0,2026-09-04,Yahoo Finance screener via yfinance
AEE,Ameren Corporation,NYQ,USD,106.41,29458892800.0,170786773.0,1998-01-02,118.32,2026-09-04,Yahoo Finance screener via yfinance
IR,Ingersoll Rand Inc.,NYQ,USD,75.4,29255157760.0,309124241.0,2017-05-12,100.96,2026-09-04,Yahoo Finance screener via yfinance
BIP,Brookfield Infrastructure Partners L.P.,NYQ,USD,36.84,29170831360.0,31854995.0,2008-01-10,44.04,2026-09-04,Yahoo Finance screener via yfinance
CTSH,Cognizant Technology Solutions Corporation,NMS,USD,64.64,29116715008.0,675555420.0,1998-06-19,87.03,2026-09-04,Yahoo Finance screener via yfinance
DG,Dollar General Corporation,NYQ,USD,131.26,28958158848.0,348112021.0,2009-11-13,158.23,2026-09-04,Yahoo Finance screener via yfinance
LVS,Las Vegas Sands Corp.,NYQ,USD,44.51,28829177856.0,215885963.0,2004-12-15,70.45,2026-09-04,Yahoo Finance screener via yfinance
HPQ,HP Inc.,NYQ,USD,31.93,28794185728.0,500754422.0,1962-01-02,32.55,2026-09-04,Yahoo Finance screener via yfinance
ZS,"Zscaler, Inc.",NMS,USD,177.8,28751953920.0,511803523.0,2018-03-16,336.99,2026-09-04,Yahoo Finance screener via yfinance
ON,ON Semiconductor Corporation,NMS,USD,73.65,28673316864.0,809630473.0,2000-05-02,134.92,2026-09-04,Yahoo Finance screener via yfinance
ZM,"Zoom Communications, Inc.",NMS,USD,98.14,28635654144.0,345114708.0,2019-04-18,114.74,2026-09-04,Yahoo Finance screener via yfinance
ATO,Atmos Energy Corporation,NYQ,USD,169.12,28579344384.0,199325001.0,1983-12-28,192.51,2026-09-04,Yahoo Finance screener via yfinance
DTE,DTE Energy Company,NYQ,USD,137.07,28522633216.0,181868588.0,1962-01-02,155.75,2026-09-04,Yahoo Finance screener via yfinance
FOXA,Fox Corporation,NMS,USD,67.71,28467820544.0,461027843.0,2019-03-12,76.39,2026-09-04,Yahoo Finance screener via yfinance
TS,Tenaris S.A.,NYQ,USD,56.31,28426407936.0,72624922.0,2002-12-16,64.6,2026-09-04,Yahoo Finance screener via yfinance
LPLA,LPL Financial Holdings Inc.,NMS,USD,360.45,28382658560.0,297318264.0,2010-11-18,400.16,2026-09-04,Yahoo Finance screener via yfinance
FTS.TO,Fortis Inc.,TOR,CAD,76.57,28367280044.0,79865524.0,1995-01-12,83.75,2026-09-04,Yahoo Finance screener via yfinance
RYAAY,Ryanair Holdings plc,NMS,USD,54.7,28354738176.0,71144570.0,1997-05-29,74.24,2026-09-04,Yahoo Finance screener via yfinance
PPL.TO,Pembina Pipeline Corporation,TOR,CAD,67.06,28279873524.0,115215901.0,2003-10-09,72.72,2026-09-04,Yahoo Finance screener via yfinance
VICI,VICI Properties Inc.,NYQ,USD,25.65,28242636800.0,250511007.0,2018-01-02,33.82,2026-09-04,Yahoo Finance screener via yfinance
TDY,Teledyne Technologies Incorporated,NYQ,USD,607.87,28178223104.0,212526549.0,1999-11-23,697.67,2026-09-04,Yahoo Finance screener via yfinance
CASY,"Casey's General Stores, Inc.",NMS,USD,758.42,28065265664.0,344974921.0,1983-10-20,927.85,2026-09-04,Yahoo Finance screener via yfinance
FISV,"Fiserv, Inc.",NMS,USD,52.73,28040058880.0,414644359.0,1986-09-25,138.62,2026-09-04,Yahoo Finance screener via yfinance
AWK,"American Water Works Company, Inc.",NYQ,USD,140.89,27998926848.0,321920688.0,2008-04-23,145.64,2026-09-04,Yahoo Finance screener via yfinance
CPNG,"Coupang, Inc.",NYQ,USD,15.51,27879405568.0,326378279.0,2021-03-11,34.075,2026-09-04,Yahoo Finance screener via yfinance
ATI,ATI Inc.,NYQ,USD,204.54,27852290048.0,363573327.0,1999-11-29,243.57,2026-09-04,Yahoo Finance screener via yfinance
INSM,Insmed Incorporated,NMS,USD,126.68,27664568320.0,430297756.0,2000-06-01,212.75,2026-09-04,Yahoo Finance screener via yfinance
CPAY,"Corpay, Inc.",NYQ,USD,419.68,27556020224.0,248581500.0,2010-12-15,427.46,2026-09-04,Yahoo Finance screener via yfinance
WN.TO,George Weston Limited,TOR,CAD,100.5,27270745228.0,20875919.0,1995-01-12,107.94,2026-09-04,Yahoo Finance screener via yfinance
FM.TO,First Quantum Minerals Ltd.,TOR,CAD,45.04,27245507590.0,90042114.0,2000-06-30,49.27,2026-09-04,Yahoo Finance screener via yfinance
FE,FirstEnergy Corp.,NYQ,USD,47.04,27219222528.0,199944179.0,1997-11-10,52.34,2026-09-04,Yahoo Finance screener via yfinance
OTIS,Otis Worldwide Corporation,NYQ,USD,71.48,27210246144.0,262404796.0,2020-03-19,94.565,2026-09-04,Yahoo Finance screener via yfinance
MTD,Mettler-Toledo International Inc.,NYQ,USD,1356.23,27174182912.0,259412893.0,1997-11-14,1525.17,2026-09-04,Yahoo Finance screener via yfinance
ES,Eversource Energy,NYQ,USD,71.47,26920945664.0,171684948.0,1973-02-21,76.57,2026-09-04,Yahoo Finance screener via yfinance
LH,Labcorp Holdings Inc.,NYQ,USD,331.5,26884651008.0,224486828.0,1990-03-29,341.8,2026-09-04,Yahoo Finance screener via yfinance
CINF,Cincinnati Financial Corporation,NMS,USD,174.72,26815684608.0,134364922.0,1980-03-17,194.81,2026-09-04,Yahoo Finance screener via yfinance
VRSN,"VeriSign, Inc.",NMS,USD,293.35,26518841344.0,236619337.0,1998-01-30,312.48,2026-09-04,Yahoo Finance screener via yfinance
DGX,Quest Diagnostics Incorporated,NYQ,USD,239.4,26423382016.0,228385445.0,1996-12-17,247.19,2026-09-04,Yahoo Finance screener via yfinance
PPL,PPL Corporation,NYQ,USD,35.11,26421850112.0,309627647.0,1980-03-17,40.11,2026-09-04,Yahoo Finance screener via yfinance
CNP,"CenterPoint Energy, Inc.",NYQ,USD,39.98,26335635456.0,255786483.0,1962-01-02,45.26,2026-09-04,Yahoo Finance screener via yfinance
WSM,"Williams-Sonoma, Inc.",NYQ,USD,222.76,26236487680.0,246913867.0,1983-07-07,254.89,2026-09-04,Yahoo Finance screener via yfinance
ECHO,EchoStar Corporation,NMS,USD,89.79,26083162112.0,663555732.0,2008-01-02,147.25,2026-09-04,Yahoo Finance screener via yfinance
TCOM,Trip.com Group Limited,NMS,USD,41.4,26069796864.0,126190471.0,2003-12-09,78.99,2026-09-04,Yahoo Finance screener via yfinance
SYF,Synchrony Financial,NYQ,USD,79.85,25980862464.0,286719790.0,2014-07-31,88.77,2026-09-04,Yahoo Finance screener via yfinance
INCY,Incyte Corporation,NMS,USD,128.0,25945311232.0,233744256.0,1993-11-04,132.6,2026-09-04,Yahoo Finance screener via yfinance
RF,Regions Financial Corporation,NYQ,USD,30.44,25932736512.0,289325990.0,1980-03-17,32.47,2026-09-04,Yahoo Finance screener via yfinance
BNTX,BioNTech SE,NMS,USD,102.88,25843904512.0,124091181.0,2019-10-10,124.0,2026-09-04,Yahoo Finance screener via yfinance
WRB,W. R. Berkley Corporation,NYQ,USD,69.5,25800312832.0,132309444.0,1973-10-23,78.96,2026-09-04,Yahoo Finance screener via yfinance
DOV,Dover Corporation,NYQ,USD,191.07,25733351424.0,216463203.0,1980-03-17,237.54,2026-09-04,Yahoo Finance screener via yfinance
PHG,Koninklijke Philips N.V.,NYQ,USD,26.05,25461985280.0,27320328.0,1980-03-17,33.44,2026-09-04,Yahoo Finance screener via yfinance
PFG,"Principal Financial Group, Inc.",NMS,USD,118.51,25373540352.0,162413452.0,2001-10-23,121.18,2026-09-04,Yahoo Finance screener via yfinance
TPL,Texas Pacific Land Corporation,NYQ,USD,366.5,25279219712.0,139525817.0,1980-03-17,547.2,2026-09-04,Yahoo Finance screener via yfinance
XYL,Xylem Inc.,NYQ,USD,107.89,25190891520.0,202709558.0,2011-10-13,154.27,2026-09-04,Yahoo Finance screener via yfinance
SYM,Symbotic Inc.,NGM,USD,41.6,25183174656.0,75558538.0,2021-03-09,87.88,2026-09-04,Yahoo Finance screener via yfinance
AFRM,"Affirm Holdings, Inc.",NMS,USD,74.3,25070399488.0,326023199.0,2021-01-13,93.2,2026-09-04,Yahoo Finance screener via yfinance
JBHT,"J.B. Hunt Transport Services, Inc.",NMS,USD,266.28,25007669248.0,255280772.0,1983-11-22,299.76,2026-09-04,Yahoo Finance screener via yfinance
FCNCA,"First Citizens BancShares, Inc.",NMS,USD,2203.43,24883599360.0,167410001.0,1986-10-22,2296.3,2026-09-04,Yahoo Finance screener via yfinance
SMCI,"Super Micro Computer, Inc.",NMS,USD,37.87,24879278080.0,2154144971.0,2007-03-29,58.78,2026-09-04,Yahoo Finance screener via yfinance
ROIV,Roivant Sciences Ltd.,NMS,USD,34.41,24855134208.0,213414777.0,2020-12-08,37.97,2026-09-04,Yahoo Finance screener via yfinance
VRSK,"Verisk Analytics, Inc.",NMS,USD,190.6,24807737344.0,401333840.0,2009-10-07,273.83,2026-09-04,Yahoo Finance screener via yfinance
SN,"SharkNinja, Inc.",NYQ,USD,175.21,24795787264.0,298940674.0,2023-07-31,194.54,2026-09-04,Yahoo Finance screener via yfinance
DRI,"Darden Restaurants, Inc.",NYQ,USD,218.04,24756643840.0,286561468.0,1995-05-09,229.76,2026-09-04,Yahoo Finance screener via yfinance
PPG,"PPG Industries, Inc.",NYQ,USD,110.75,24619724800.0,198749624.0,1980-03-17,133.43,2026-09-04,Yahoo Finance screener via yfinance
NVT,nVent Electric plc,NYQ,USD,152.09,24616972288.0,348478342.0,2018-04-24,184.64,2026-09-04,Yahoo Finance screener via yfinance
DLTR,"Dollar Tree, Inc.",NMS,USD,131.04,24587073536.0,371170276.0,1995-03-07,142.4,2026-09-04,Yahoo Finance screener via yfinance
TPR,"Tapestry, Inc.",NYQ,USD,122.6,24445419520.0,361967305.0,2000-10-06,164.8,2026-09-04,Yahoo Finance screener via yfinance
GFS,GLOBALFOUNDRIES Inc.,NMS,USD,44.53,24433649664.0,168937513.0,2021-10-28,92.55,2026-09-04,Yahoo Finance screener via yfinance
EXPD,"Expeditors International of Washington, Inc.",NYQ,USD,187.13,24325146624.0,221417830.0,1984-09-26,192.28,2026-09-04,Yahoo Finance screener via yfinance
HUBB,Hubbell Incorporated,NYQ,USD,460.15,24310906880.0,265881572.0,1972-06-05,565.4999,2026-09-04,Yahoo Finance screener via yfinance
FWONK,Formula One Group,NMS,USD,96.94,24303681536.0,195027867.0,2014-07-08,109.363,2026-09-04,Yahoo Finance screener via yfinance
GPN,Global Payments Inc.,NYQ,USD,91.77,24284028928.0,310743406.0,2001-01-16,95.88,2026-09-04,Yahoo Finance screener via yfinance
BRO,"Brown & Brown, Inc.",NYQ,USD,72.56,24279326720.0,185527721.0,1981-02-11,96.55,2026-09-04,Yahoo Finance screener via yfinance
FICO,Fair Isaac Corporation,NYQ,USD,1118.93,24166244352.0,343166880.0,1987-07-22,1998.01,2026-09-04,Yahoo Finance screener via yfinance
WST,"West Pharmaceutical Services, Inc.",NYQ,USD,342.73,24119885824.0,241570499.0,1980-03-17,386.0,2026-09-04,Yahoo Finance screener via yfinance
CIB,Grupo Cibest S.A.,NYQ,USD,101.87,24058179584.0,34593320.0,1995-07-26,103.5,2026-09-04,Yahoo Finance screener via yfinance
SOFI,"SoFi Technologies, Inc.",NMS,USD,18.51,23906967552.0,1321204318.0,2021-01-04,32.73,2026-09-04,Yahoo Finance screener via yfinance
ULTA,"Ulta Beauty, Inc.",NMS,USD,557.11,23820613632.0,385366358.0,2007-10-25,714.97,2026-09-04,Yahoo Finance screener via yfinance
SW,Smurfit Westrock Plc,NYQ,USD,45.26,23739906048.0,249581925.0,2008-06-17,52.65,2026-09-04,Yahoo Finance screener via yfinance
PHM,"PulteGroup, Inc.",NYQ,USD,124.31,23679358976.0,207027863.0,1980-03-17,144.5,2026-09-04,Yahoo Finance screener via yfinance
TROW,"T. Rowe Price Group, Inc.",NMS,USD,110.88,23652460544.0,217837066.0,1986-04-02,122.0,2026-09-04,Yahoo Finance screener via yfinance
IHG,InterContinental Hotels Group PLC,NYQ,USD,160.77,23620392960.0,40380762.0,2003-04-10,175.89,2026-09-04,Yahoo Finance screener via yfinance
KEY,KeyCorp,NYQ,USD,22.12,23604885504.0,238880516.0,1987-11-05,24.07,2026-09-04,Yahoo Finance screener via yfinance
VNOM,"Viper Energy, Inc.",NMS,USD,44.89,23521675264.0,77586170.0,2014-06-18,51.13,2026-09-04,Yahoo Finance screener via yfinance
ROKU,"Roku, Inc.",NMS,USD,158.31,23510718464.0,691487790.0,2017-09-28,159.89,2026-09-04,Yahoo Finance screener via yfinance
NRG,"NRG Energy, Inc.",NYQ,USD,111.84,23509940224.0,308744721.0,2003-12-02,189.96,2026-09-04,Yahoo Finance screener via yfinance
CHD,"Church & Dwight Co., Inc.",NYQ,USD,98.59,23385931776.0,183150249.0,1980-03-17,106.04,2026-09-04,Yahoo Finance screener via yfinance
TSEM,Tower Semiconductor Ltd.,NMS,USD,206.16,23302520832.0,379625498.0,1994-10-26,319.94,2026-09-04,Yahoo Finance screener via yfinance
OMC,Omnicom Group Inc.,NYQ,USD,84.73,23245332480.0,299934371.0,1980-03-17,89.57,2026-09-04,Yahoo Finance screener via yfinance
HSAI,Hesai Group,NMS,USD,18.46,23206760448.0,32584706.0,2023-02-09,30.85,2026-09-04,Yahoo Finance screener via yfinance
CRS,Carpenter Technology Corporation,NYQ,USD,467.48,23167639552.0,377605100.0,1973-02-21,625.99,2026-09-04,Yahoo Finance screener via yfinance
BG,Bunge Global SA,NYQ,USD,120.12,23077349376.0,182505283.0,2001-08-02,134.87,2026-09-04,Yahoo Finance screener via yfinance
RIVN,"Rivian Automotive, Inc.",NMS,USD,15.91,23035461632.0,486662240.0,2021-11-10,22.69,2026-09-04,Yahoo Finance screener via yfinance
AER,AerCap Holdings N.V.,NYQ,USD,146.48,23024320512.0,161200215.0,2006-11-21,158.81,2026-09-04,Yahoo Finance screener via yfinance
H.TO,Hydro One Limited,TOR,CAD,52.91,23024050075.0,55273922.0,2015-11-17,60.57,2026-09-04,Yahoo Finance screener via yfinance
EXE,Expand Energy Corporation,NMS,USD,99.05,22930450432.0,349044177.0,2021-02-10,126.621,2026-09-04,Yahoo Finance screener via yfinance
MKL,Markel Group Inc.,NYQ,USD,1842.98,22834444288.0,128273251.0,1986-12-12,2207.59,2026-09-04,Yahoo Finance screener via yfinance
SQM,Sociedad Química y Minera de Chile S.A.,NYQ,USD,79.78,22788186112.0,79979769.0,1993-09-21,98.0,2026-09-04,Yahoo Finance screener via yfinance
TW,Tradeweb Markets Inc.,NMS,USD,105.34,22756415488.0,163878913.0,2019-04-04,127.69,2026-09-04,Yahoo Finance screener via yfinance
USFD,US Foods Holding Corp.,NYQ,USD,104.41,22587090944.0,267690326.0,2016-05-26,111.42,2026-09-04,Yahoo Finance screener via yfinance
IOT,Samsara Inc.,NYQ,USD,38.75,22580015104.0,223082239.0,2021-12-15,47.47,2026-09-04,Yahoo Finance screener via yfinance
L,Loews Corporation,NYQ,USD,110.04,22495225856.0,86402968.0,1980-03-17,121.01,2026-09-04,Yahoo Finance screener via yfinance
RGLD,"Royal Gold, Inc.",NMS,USD,264.85,22440173568.0,198222480.0,1981-06-09,306.25,2026-09-04,Yahoo Finance screener via yfinance
FSLR,"First Solar, Inc.",NMS,USD,207.42,22291384320.0,450060538.0,2006-11-17,320.95,2026-09-04,Yahoo Finance screener via yfinance
CNH,CNH Industrial N.V.,NYQ,USD,13.84,22256916480.0,213158158.0,2013-09-30,13.89,2026-09-04,Yahoo Finance screener via yfinance
CDE,"Coeur Mining, Inc.",NYQ,USD,21.65,22254792704.0,841623745.0,1980-03-17,27.77,2026-09-04,Yahoo Finance screener via yfinance
EFX,Equifax Inc.,NYQ,USD,189.09,22215219200.0,301883320.0,1980-03-17,271.84,2026-09-04,Yahoo Finance screener via yfinance
FFIV,"F5, Inc.",NMS,USD,392.15,22206349312.0,237865641.0,1999-06-04,435.0,2026-09-04,Yahoo Finance screener via yfinance
BCE.TO,BCE Inc.,TOR,CAD,32.83,22200099270.0,99940977.0,1996-05-06,36.25,2026-09-04,Yahoo Finance screener via yfinance
LUN.TO,Lundin Mining Corporation,TOR,CAD,35.94,22187220560.0,64679855.0,1996-08-08,45.74,2026-09-04,Yahoo Finance screener via yfinance
STE,STERIS plc,NYQ,USD,226.83,22115950592.0,171852079.0,1992-06-01,269.44,2026-09-04,Yahoo Finance screener via yfinance
IFF,International Flavors & Fragrances Inc.,NYQ,USD,86.46,22060265472.0,154290464.0,1974-12-17,89.32,2026-09-04,Yahoo Finance screener via yfinance
STZ,"Constellation Brands, Inc.",NYQ,USD,129.09,22049132544.0,275493164.0,1992-03-17,168.6,2026-09-04,Yahoo Finance screener via yfinance
DOW,Dow Inc.,NYQ,USD,30.36,21930264576.0,320738402.0,2019-03-20,42.74,2026-09-04,Yahoo Finance screener via yfinance
PAAS,Pan American Silver Corp.,NYQ,USD,52.6,21808906240.0,252723380.0,1995-06-12,69.99,2026-09-04,Yahoo Finance screener via yfinance
FIS,"Fidelity National Information Services, Inc.",NYQ,USD,42.28,21804046336.0,256778955.0,2001-06-20,70.27,2026-09-04,Yahoo Finance screener via yfinance
BCH,Banco de Chile,NYQ,USD,42.92,21678264320.0,13430269.0,2002-08-02,46.77,2026-09-04,Yahoo Finance screener via yfinance
EIX,Edison International,NYQ,USD,56.3,21665026048.0,209617399.0,1973-05-03,81.62,2026-09-04,Yahoo Finance screener via yfinance
XPO,"XPO, Inc.",NYQ,USD,184.8,21637578752.0,213577426.0,2003-10-07,232.05,2026-09-04,Yahoo Finance screener via yfinance
GH,"Guardant Health, Inc.",NMS,USD,161.04,21610950656.0,413186448.0,2018-10-04,176.58,2026-09-04,Yahoo Finance screener via yfinance
CMS,CMS Energy Corporation,NYQ,USD,68.59,21508255744.0,245547056.0,1973-02-21,80.36,2026-09-04,Yahoo Finance screener via yfinance
AMCR,Amcor plc,NYQ,USD,45.89,21217044480.0,165044440.0,2012-05-15,50.94,2026-09-04,Yahoo Finance screener via yfinance
THC,Tenet Healthcare Corporation,NYQ,USD,263.49,21215950848.0,310023915.0,1980-03-17,283.05,2026-09-04,Yahoo Finance screener via yfinance
GMAB,Genmab A/S,NMS,USD,34.41,21149157376.0,75259969.0,2009-06-01,35.43,2026-09-04,Yahoo Finance screener via yfinance
UTHR,United Therapeutics Corporation,NMS,USD,490.24,21026732032.0,255065499.0,1999-06-17,609.35,2026-09-04,Yahoo Finance screener via yfinance
CW,Curtiss-Wright Corporation,NYQ,USD,568.72,21005355008.0,178563862.0,1980-03-17,808.16,2026-09-04,Yahoo Finance screener via yfinance
GIS,"General Mills, Inc.",NYQ,USD,39.26,20989552640.0,381955907.0,1980-03-17,51.33,2026-09-04,Yahoo Finance screener via yfinance
LYB,LyondellBasell Industries N.V.,NYQ,USD,64.76,20919939072.0,310108441.0,2010-04-28,83.94,2026-09-04,Yahoo Finance screener via yfinance
PKG,Packaging Corporation of America,NYQ,USD,234.57,20899788800.0,148500872.0,2000-01-28,259.98,2026-09-04,Yahoo Finance screener via yfinance
CF,"CF Industries Holdings, Inc.",NYQ,USD,137.81,20855906304.0,359356388.0,2005-08-11,141.96,2026-09-04,Yahoo Finance screener via yfinance
TPG,TPG Inc.,NMS,USD,53.225,20787947520.0,136435900.0,2022-01-13,70.38,2026-09-04,Yahoo Finance screener via yfinance
STLA,Stellantis N.V.,NYQ,USD,5.49,20682606592.0,111883208.0,2010-06-09,12.22,2026-09-04,Yahoo Finance screener via yfinance
YPF,YPF Sociedad Anónima,NYQ,USD,52.41,20548655104.0,69743035.0,1993-06-29,57.49,2026-09-04,Yahoo Finance screener via yfinance
RCI,Rogers Communications Inc.,NYQ,USD,38.0,20528560128.0,46511088.0,1996-01-11,41.14,2026-09-04,Yahoo Finance screener via yfinance
RL,Ralph Lauren Corporation,NYQ,USD,344.2,20508207104.0,222692925.0,1997-06-12,421.6,2026-09-04,Yahoo Finance screener via yfinance
FTAI,FTAI Aviation Ltd.,NMS,USD,199.39,20478767104.0,269628916.0,2015-05-14,323.51,2026-09-04,Yahoo Finance screener via yfinance
CHTR,"Charter Communications, Inc.",NMS,USD,151.38,20402616320.0,488624515.0,2010-01-05,285.82,2026-09-04,Yahoo Finance screener via yfinance
BR,"Broadridge Financial Solutions, Inc.",NYQ,USD,178.91,20399640576.0,238672739.0,2007-03-22,255.74,2026-09-04,Yahoo Finance screener via yfinance
LEN,Lennar Corporation,NYQ,USD,84.45,20343592960.0,220697745.0,1980-03-17,144.24,2026-09-04,Yahoo Finance screener via yfinance
RS,"Reliance, Inc.",NYQ,USD,398.24,20331966464.0,146648296.0,1994-09-16,433.02,2026-09-04,Yahoo Finance screener via yfinance
WES,"Western Midstream Partners, LP",NYQ,USD,49.19,20324057088.0,43064861.0,2012-12-10,50.07,2026-09-04,Yahoo Finance screener via yfinance
